gene_id	gene_symbol	biotype
FBgn0036953	CG17145	protein_coding_gene
FBgn0036956	CG13813	protein_coding_gene
FBgn0036958	CG17233	protein_coding_gene
FBgn0036959	CG6951	protein_coding_gene
FBgn0036962	CG17122	protein_coding_gene
FBgn0036964	FRG1	protein_coding_gene
FBgn0036967	SCCRO4	protein_coding_gene
FBgn0036969	Spn77Bb	protein_coding_gene
FBgn0036970	Spn77Bc	protein_coding_gene
FBgn0036972	CR6434	pseudogene
FBgn0036973	Rbbp5	protein_coding_gene
FBgn0036974	eRF1	protein_coding_gene
FBgn0036975	CG5618	protein_coding_gene
FBgn0036977	CG5665	protein_coding_gene
FBgn0036978	Toll-9	protein_coding_gene
FBgn0036979	CG13247	protein_coding_gene
FBgn0036980	RhoBTB	protein_coding_gene
FBgn0036984	CG13248	protein_coding_gene
FBgn0036985	zye	protein_coding_gene
FBgn0036986	CG5282	protein_coding_gene
FBgn0036987	CG5274	protein_coding_gene
FBgn0036988	CG5262	protein_coding_gene
FBgn0036990	mRpL15	protein_coding_gene
FBgn0036991	CtIP	protein_coding_gene
FBgn0036992	Hpd	protein_coding_gene
FBgn0036993	CG5910	protein_coding_gene
FBgn0036994	CG5199	protein_coding_gene
FBgn0036995	atk	protein_coding_gene
FBgn0036996	mag	protein_coding_gene
FBgn0036997	CG5955	protein_coding_gene
FBgn0036998	CG5969	protein_coding_gene
FBgn0036999	isoQC	protein_coding_gene
FBgn0037000	ZnT77C	protein_coding_gene
FBgn0037001	ND-39	protein_coding_gene
FBgn0037003	CG18281	protein_coding_gene
FBgn0037004	CG17637	protein_coding_gene
FBgn0037005	CG5078	protein_coding_gene
FBgn0037007	BNIP3	protein_coding_gene
FBgn0037008	mTerf3	protein_coding_gene
FBgn0037009	CG5104	protein_coding_gene
FBgn0037011	Nubp2	protein_coding_gene
FBgn0037012	Rcd2	protein_coding_gene
FBgn0037013	CG13250	protein_coding_gene
FBgn0037014	CG13251	protein_coding_gene
FBgn0037015	cmpy	protein_coding_gene
FBgn0037016	CG13252	protein_coding_gene
FBgn0037017	CG4074	protein_coding_gene
FBgn0037018	CG4042	protein_coding_gene
FBgn0037019	Pex16	protein_coding_gene
FBgn0037020	Pex14	protein_coding_gene
FBgn0037021	Pcif1	protein_coding_gene
FBgn0037022	CG11396	protein_coding_gene
FBgn0037023	CG3698	protein_coding_gene
FBgn0037024	tzn	protein_coding_gene
FBgn0037025	Spc105R	protein_coding_gene
FBgn0037026	CG3634	protein_coding_gene
FBgn0037027	HIPP1	protein_coding_gene
FBgn0037028	CG3618	protein_coding_gene
FBgn0037030	CG3288	protein_coding_gene
FBgn0037031	CG11456	protein_coding_gene
FBgn0037035	CG10589	protein_coding_gene
FBgn0037036	Sems	protein_coding_gene
FBgn0037037	CG10588	protein_coding_gene
FBgn0037038	CG11037	protein_coding_gene
FBgn0037039	CG10587	protein_coding_gene
FBgn0037040	CG12983	protein_coding_gene
FBgn0037042	CG12984	protein_coding_gene
FBgn0037044	Pdss2	protein_coding_gene
FBgn0037045	CG10584	protein_coding_gene
FBgn0037046	CG10581	protein_coding_gene
FBgn0037050	ICA69	protein_coding_gene
FBgn0037051	CG10565	protein_coding_gene
FBgn0037057	CG10512	protein_coding_gene
FBgn0037059	CG10510	protein_coding_gene
FBgn0037060	CG10508	protein_coding_gene
FBgn0037061	Trmt112	protein_coding_gene
FBgn0037063	CG9391	protein_coding_gene
FBgn0037064	CG9389	protein_coding_gene
FBgn0037065	CG12974	protein_coding_gene
FBgn0037067	Cpr78Ca	protein_coding_gene
FBgn0037068	Cpr78Cb	protein_coding_gene
FBgn0037069	Cpr78Cc	protein_coding_gene
FBgn0037070	CG11309	protein_coding_gene
FBgn0037071	CG7632	protein_coding_gene
FBgn0037073	Tsr1	protein_coding_gene
FBgn0037074	Tbc1d8-9	protein_coding_gene
FBgn0037076	ebd2	protein_coding_gene
FBgn0037078	CG12971	protein_coding_gene
FBgn0037081	barc	protein_coding_gene
FBgn0037082	CG5664	protein_coding_gene
FBgn0037084	Syx6	protein_coding_gene
FBgn0037085	Neu2	protein_coding_gene
FBgn0037086	CG7202	protein_coding_gene
FBgn0037087	CG7519	protein_coding_gene
FBgn0037090	Est-Q	protein_coding_gene
FBgn0037092	M6	protein_coding_gene
FBgn0037093	Cdk12	protein_coding_gene
FBgn0037094	CG7611	protein_coding_gene
FBgn0037098	Wnk	protein_coding_gene
FBgn0037099	CG7173	protein_coding_gene
FBgn0037100	CapaR	protein_coding_gene
FBgn0037101	CG7634	protein_coding_gene
FBgn0037102	CRIF	protein_coding_gene
FBgn0037105	S1P	protein_coding_gene
FBgn0037106	CG11307	protein_coding_gene
FBgn0037107	CG7166	protein_coding_gene
FBgn0037108	Alg11	protein_coding_gene
FBgn0037109	MED1	protein_coding_gene
FBgn0037110	ORMDL	protein_coding_gene
FBgn0037114	Cpr78E	protein_coding_gene
FBgn0037115	CG11249	protein_coding_gene
FBgn0037116	Als2	protein_coding_gene
FBgn0037117	CG11248	protein_coding_gene
FBgn0037120	CG11247	protein_coding_gene
FBgn0037121	Polr2H	protein_coding_gene
FBgn0037122	CG14570	protein_coding_gene
FBgn0037123	CG14569	protein_coding_gene
FBgn0037124	CG14568	protein_coding_gene
FBgn0037125	CG14573	protein_coding_gene
FBgn0037126	CG14567	protein_coding_gene
FBgn0037127	CG14566	protein_coding_gene
FBgn0037128	CG14572	protein_coding_gene
FBgn0037129	CG14565	protein_coding_gene
FBgn0037130	Syn1	protein_coding_gene
FBgn0037131	CG14564	protein_coding_gene
FBgn0037133	CG7370	protein_coding_gene
FBgn0037134	CG7407	protein_coding_gene
FBgn0037135	eIF2A	protein_coding_gene
FBgn0037137	Nopp140	protein_coding_gene
FBgn0037138	P5CDh1	protein_coding_gene
FBgn0037139	CG14563	protein_coding_gene
FBgn0037140	SLC22A	protein_coding_gene
FBgn0037141	PolH	protein_coding_gene
FBgn0037142	CG14562	protein_coding_gene
FBgn0037143	CR7448	pseudogene
FBgn0037144	CG7458	protein_coding_gene
FBgn0037146	P5CS	protein_coding_gene
FBgn0037147	CG7140	protein_coding_gene
FBgn0037149	CG14561	protein_coding_gene
FBgn0037150	CG7133	protein_coding_gene
FBgn0037151	CG7130	protein_coding_gene
FBgn0037153	olf413	protein_coding_gene
FBgn0037156	CG11523	protein_coding_gene
FBgn0037162	CG11449	protein_coding_gene
FBgn0037163	laza	protein_coding_gene
FBgn0037164	CG11438	protein_coding_gene
FBgn0037165	CG11437	protein_coding_gene
FBgn0037166	CG11426	protein_coding_gene
FBgn0037167	CG11425	protein_coding_gene
FBgn0037169	CG11404	protein_coding_gene
FBgn0037170	Trxr2	protein_coding_gene
FBgn0037171	CG14459	protein_coding_gene
FBgn0037172	ND-B14.5AL	protein_coding_gene
FBgn0037174	Jhbp6	protein_coding_gene
FBgn0037175	CG14455	protein_coding_gene
FBgn0037176	CG14456	protein_coding_gene
FBgn0037177	CG14454	protein_coding_gene
FBgn0037178	CG12546	protein_coding_gene
FBgn0037179	CG14453	protein_coding_gene
FBgn0037180	CG14452	protein_coding_gene
FBgn0037181	CG11370	protein_coding_gene
FBgn0037182	ArfGAP3	protein_coding_gene
FBgn0037183	CG14451	protein_coding_gene
FBgn0037184	CG14450	protein_coding_gene
FBgn0037185	CG11367	protein_coding_gene
FBgn0037186	CG11241	protein_coding_gene
FBgn0037188	CG7369	protein_coding_gene
FBgn0037191	CG14448	protein_coding_gene
FBgn0037195	CG11226	protein_coding_gene
FBgn0037197	CG13239	protein_coding_gene
FBgn0037199	EMC4	protein_coding_gene
FBgn0037200	CG11109	protein_coding_gene
FBgn0037202	Ssl1	protein_coding_gene
FBgn0037203	slif	protein_coding_gene
FBgn0037204	CG11131	protein_coding_gene
FBgn0037205	BoYb	protein_coding_gene
FBgn0037206	CG12768	protein_coding_gene
FBgn0037207	Mes2	protein_coding_gene
FBgn0037213	CG12581	protein_coding_gene
FBgn0037215	beta-Man	protein_coding_gene
FBgn0037217	CG14636	protein_coding_gene
FBgn0037218	aux	protein_coding_gene
FBgn0037220	CG14641	protein_coding_gene
FBgn0037222	CG14642	protein_coding_gene
FBgn0037223	TwdlU	pseudogene
FBgn0037224	TwdlF	protein_coding_gene
FBgn0037225	TwdlG	protein_coding_gene
FBgn0037227	TwdlV	protein_coding_gene
FBgn0037228	CG1092	protein_coding_gene
FBgn0037229	flip	protein_coding_gene
FBgn0037230	Nepl11	protein_coding_gene
FBgn0037231	Vps24	protein_coding_gene
FBgn0037232	Suv3	protein_coding_gene
FBgn0037234	CG9795	protein_coding_gene
FBgn0037235	CG1103	protein_coding_gene
FBgn0037236	Skp2	protein_coding_gene
FBgn0037238	CG1090	protein_coding_gene
FBgn0037239	Sfxn1-3	protein_coding_gene
FBgn0037240	Cont	protein_coding_gene
FBgn0037241	CG14646	protein_coding_gene
FBgn0037242	CG9855	protein_coding_gene
FBgn0037244	CG14647	protein_coding_gene
FBgn0037248	srl	protein_coding_gene
FBgn0037249	eIF3a	protein_coding_gene
FBgn0037250	CG1074	protein_coding_gene
FBgn0037251	CG9804	protein_coding_gene
FBgn0037252	CG14650	protein_coding_gene
FBgn0037254	sac	protein_coding_gene
FBgn0037255	Fip1	protein_coding_gene
FBgn0037260	Mur82C	protein_coding_gene
FBgn0037261	CG9775	protein_coding_gene
FBgn0037262	MED31	protein_coding_gene
FBgn0037263	slx1	protein_coding_gene
FBgn0037265	spartin	protein_coding_gene
FBgn0037270	eIF3f1	protein_coding_gene
FBgn0037275	CG14655	protein_coding_gene
FBgn0037276	CG17387	protein_coding_gene
FBgn0037279	Gmppb	protein_coding_gene
FBgn0037280	BBS5	protein_coding_gene
FBgn0037282	CG14657	protein_coding_gene
FBgn0037283	CG14658	protein_coding_gene
FBgn0037284	CG14659	protein_coding_gene
FBgn0037288	Jhbp3	protein_coding_gene
FBgn0037290	Jhbp1	protein_coding_gene
FBgn0037291	CG14662	protein_coding_gene
FBgn0037292	plh	protein_coding_gene
FBgn0037293	RabGGTa	protein_coding_gene
FBgn0037294	CG12590	protein_coding_gene
FBgn0037295	dpr16	protein_coding_gene
FBgn0037296	Prosbeta2R2	protein_coding_gene
FBgn0037297	CG1116	protein_coding_gene
FBgn0037298	Sccpdh1	protein_coding_gene
FBgn0037299	Vps37B	protein_coding_gene
FBgn0037301	Mms19	protein_coding_gene
FBgn0037304	CG1113	protein_coding_gene
FBgn0037305	Enoph	protein_coding_gene
FBgn0037307	Tim17a2	protein_coding_gene
FBgn0037310	Tim17b1	protein_coding_gene
FBgn0037312	CG11999	protein_coding_gene
FBgn0037313	CG1161	protein_coding_gene
FBgn0037315	Cerk	protein_coding_gene
FBgn0037317	CG14667	protein_coding_gene
FBgn0037320	CG14668	protein_coding_gene
FBgn0037322	Or83a	protein_coding_gene
FBgn0037323	CG2663	protein_coding_gene
FBgn0037324	Orco	protein_coding_gene
FBgn0037325	CG12147	protein_coding_gene
FBgn0037326	CG14669	protein_coding_gene
FBgn0037327	PEK	protein_coding_gene
FBgn0037328	RpL35A	protein_coding_gene
FBgn0037329	POLDIP2	protein_coding_gene
FBgn0037330	mRpL44	protein_coding_gene
FBgn0037332	Hcs	protein_coding_gene
FBgn0037336	CG2519	protein_coding_gene
FBgn0037338	Snm1	protein_coding_gene
FBgn0037339	Pi4KIIalpha	protein_coding_gene
FBgn0037340	CG14671	protein_coding_gene
FBgn0037341	CG12746	protein_coding_gene
FBgn0037342	CG2931	protein_coding_gene
FBgn0037344	CG2926	protein_coding_gene
FBgn0037345	PolZ2	protein_coding_gene
FBgn0037347	SecS	protein_coding_gene
FBgn0037350	Dph4	protein_coding_gene
FBgn0037351	RpL13A	protein_coding_gene
FBgn0037354	CG12171	protein_coding_gene
FBgn0037356	CG12170	protein_coding_gene
FBgn0037358	elm	protein_coding_gene
FBgn0037359	MED27	protein_coding_gene
FBgn0037360	CG2182	protein_coding_gene
FBgn0037363	Atg17	protein_coding_gene
FBgn0037364	Rab23	protein_coding_gene
FBgn0037365	CG2104	protein_coding_gene
FBgn0037368	CG1239	protein_coding_gene
FBgn0037369	CG2100	protein_coding_gene
FBgn0037370	CG1236	protein_coding_gene
FBgn0037371	Sym	protein_coding_gene
FBgn0037372	CG2091	protein_coding_gene
FBgn0037374	jagn	protein_coding_gene
FBgn0037375	kat-60L1	protein_coding_gene
FBgn0037376	Hat1	protein_coding_gene
FBgn0037377	CG1218	protein_coding_gene
FBgn0037378	PSMG1	protein_coding_gene
FBgn0037379	CG10979	protein_coding_gene
FBgn0037382	Hpr1	protein_coding_gene
FBgn0037383	Sec20	protein_coding_gene
FBgn0037384	dgrn	protein_coding_gene
FBgn0037385	glob3	protein_coding_gene
FBgn0037386	CG1208	protein_coding_gene
FBgn0037387	CG1213	protein_coding_gene
FBgn0037388	CG14676	protein_coding_gene
FBgn0037389	CR10991	pseudogene
FBgn0037391	CG2017	protein_coding_gene
FBgn0037395	CG10280	protein_coding_gene
FBgn0037396	CG11459	protein_coding_gene
FBgn0037397	CR1075	pseudogene
FBgn0037398	CG15580	protein_coding_gene
FBgn0037399	Or83c	protein_coding_gene
FBgn0037402	Vha14-2	protein_coding_gene
FBgn0037405	CG1077	protein_coding_gene
FBgn0037406	Osi1	protein_coding_gene
FBgn0037408	NPFR	protein_coding_gene
FBgn0037409	Osi24	protein_coding_gene
FBgn0037410	Osi2	protein_coding_gene
FBgn0037411	Osi3	protein_coding_gene
FBgn0037412	Osi4	protein_coding_gene
FBgn0037413	Osi5	protein_coding_gene
FBgn0037414	Osi7	protein_coding_gene
FBgn0037415	Osi8	protein_coding_gene
FBgn0037416	Osi9	protein_coding_gene
FBgn0037418	Osi11	protein_coding_gene
FBgn0037419	Osi12	protein_coding_gene
FBgn0037420	CG15597	protein_coding_gene
FBgn0037421	CG15594	protein_coding_gene
FBgn0037422	Osi13	protein_coding_gene
FBgn0037424	Osi15	protein_coding_gene
FBgn0037427	Osi17	protein_coding_gene
FBgn0037428	Osi18	protein_coding_gene
FBgn0037429	Osi19	protein_coding_gene
FBgn0037430	Osi20	protein_coding_gene
FBgn0037431	CG17917	protein_coding_gene
FBgn0037432	CG10298	protein_coding_gene
FBgn0037433	CG17919	protein_coding_gene
FBgn0037435	CG18048	protein_coding_gene
FBgn0037436	Hr83	protein_coding_gene
FBgn0037439	CG10286	protein_coding_gene
FBgn0037440	CRAT	protein_coding_gene
FBgn0037442	gzl	protein_coding_gene
FBgn0037443	Dmtn	protein_coding_gene
FBgn0037445	CG9727	protein_coding_gene
FBgn0037446	Zif	protein_coding_gene
FBgn0037447	Neurochondrin	protein_coding_gene
FBgn0037448	CG15186	protein_coding_gene
FBgn0037449	CG15185	protein_coding_gene
FBgn0037454	CG1137	protein_coding_gene
FBgn0037455	CG2336	protein_coding_gene
FBgn0037456	CG1138	protein_coding_gene
FBgn0037460	sowi	protein_coding_gene
FBgn0037461	CG15177	protein_coding_gene
FBgn0037462	sunz	protein_coding_gene
FBgn0037463	djl	protein_coding_gene
FBgn0037464	Mst84B	protein_coding_gene
FBgn0037465	CG1105	protein_coding_gene
FBgn0037466	CG1965	protein_coding_gene
FBgn0037467	Ufl1	protein_coding_gene
FBgn0037468	CG1943	protein_coding_gene
FBgn0037469	Dpck	protein_coding_gene
FBgn0037470	Tailor	protein_coding_gene
FBgn0037472	CG10098	protein_coding_gene
FBgn0037473	CG10068	protein_coding_gene
FBgn0037475	Fer1	protein_coding_gene
FBgn0037477	CG14610	protein_coding_gene
FBgn0037478	CG2656	protein_coding_gene
FBgn0037481	MAGE	protein_coding_gene
FBgn0037482	CG10055	protein_coding_gene
FBgn0037483	CG14609	protein_coding_gene
FBgn0037485	CG14606	protein_coding_gene
FBgn0037486	CG14605	protein_coding_gene
FBgn0037487	thw	protein_coding_gene
FBgn0037488	CG14607	protein_coding_gene
FBgn0037489	CG1234	protein_coding_gene
FBgn0037490	CG10053	protein_coding_gene
FBgn0037491	CG1227	protein_coding_gene
FBgn0037492	Dtwd2	protein_coding_gene
FBgn0037493	CR10032	pseudogene
FBgn0037498	CG10029	protein_coding_gene
FBgn0037500	CG17944	protein_coding_gene
FBgn0037501	Ir84a	protein_coding_gene
FBgn0037502	wa-cup	protein_coding_gene
FBgn0037503	CG14598	protein_coding_gene
FBgn0037504	CG1142	protein_coding_gene
FBgn0037506	Mics1	protein_coding_gene
FBgn0037512	CG2616	protein_coding_gene
FBgn0037513	pyd3	protein_coding_gene
FBgn0037514	CG10919	protein_coding_gene
FBgn0037515	Sp7	protein_coding_gene
FBgn0037516	CG11286	protein_coding_gene
FBgn0037517	CG10086	protein_coding_gene
FBgn0037518	CG2641	protein_coding_gene
FBgn0037519	CG3014	protein_coding_gene
FBgn0037520	CG18268	protein_coding_gene
FBgn0037521	CG2993	protein_coding_gene
FBgn0037525	CG17816	protein_coding_gene
FBgn0037526	ArgRS-m	protein_coding_gene
FBgn0037529	mRpS9	protein_coding_gene
FBgn0037530	EMC1	protein_coding_gene
FBgn0037531	CG10445	protein_coding_gene
FBgn0037533	CD98hc	protein_coding_gene
FBgn0037534	Elovl7	protein_coding_gene
FBgn0037535	PIG-H	protein_coding_gene
FBgn0037536	CG2698	protein_coding_gene
FBgn0037537	CG2767	protein_coding_gene
FBgn0037538	CG3223	protein_coding_gene
FBgn0037539	CG10435	protein_coding_gene
FBgn0037540	Pbp95	protein_coding_gene
FBgn0037541	CG2747	protein_coding_gene
FBgn0037543	CG10903	protein_coding_gene
FBgn0037544	CG11035	protein_coding_gene
FBgn0037546	mAChR-B	protein_coding_gene
FBgn0037547	CG7910	protein_coding_gene
FBgn0037548	CG7900	protein_coding_gene
FBgn0037549	CG7878	protein_coding_gene
FBgn0037550	CG9667	protein_coding_gene
FBgn0037551	Arl8	protein_coding_gene
FBgn0037552	CG7800	protein_coding_gene
FBgn0037553	CG18249	protein_coding_gene
FBgn0037554	PolI	protein_coding_gene
FBgn0037555	Ada2b	protein_coding_gene
FBgn0037556	CG9636	protein_coding_gene
FBgn0037560	CR18228	pseudogene
FBgn0037561	CG9630	protein_coding_gene
FBgn0037562	Nazo	protein_coding_gene
FBgn0037563	CG11672	protein_coding_gene
FBgn0037565	CG9626	protein_coding_gene
FBgn0037566	mRpL1	protein_coding_gene
FBgn0037569	tex	protein_coding_gene
FBgn0037570	CG11693	protein_coding_gene
FBgn0037571	CG11694	protein_coding_gene
FBgn0037572	CG11698	protein_coding_gene
FBgn0037573	CG7483	protein_coding_gene
FBgn0037574	Coq2	protein_coding_gene
FBgn0037576	Or85a	protein_coding_gene
FBgn0037577	CG7443	protein_coding_gene
FBgn0037578	PNKP	protein_coding_gene
FBgn0037579	COX7AL	protein_coding_gene
FBgn0037580	DppIII	protein_coding_gene
FBgn0037581	CG7352	protein_coding_gene
FBgn0037583	Veneno	protein_coding_gene
FBgn0037584	CG7963	protein_coding_gene
FBgn0037589	Obp85a	protein_coding_gene
FBgn0037590	Or85b	protein_coding_gene
FBgn0037591	Or85c	protein_coding_gene
FBgn0037592	CG11737	protein_coding_gene
FBgn0037594	Or85d	protein_coding_gene
FBgn0037601	Cyp313b1	protein_coding_gene
FBgn0037602	SLIRP2	protein_coding_gene
FBgn0037603	Sys1	protein_coding_gene
FBgn0037606	CG8032	protein_coding_gene
FBgn0037607	CG8036	protein_coding_gene
FBgn0037608	mRpL19	protein_coding_gene
FBgn0037609	Unc50	protein_coding_gene
FBgn0037610	CG8043	protein_coding_gene
FBgn0037611	CG11755	protein_coding_gene
FBgn0037612	CG8112	protein_coding_gene
FBgn0037613	Cks85A	protein_coding_gene
FBgn0037614	TMEM216	protein_coding_gene
FBgn0037615	CG11760	protein_coding_gene
FBgn0037616	CG8136	protein_coding_gene
FBgn0037617	nom	protein_coding_gene
FBgn0037618	ouib	protein_coding_gene
FBgn0037619	CG8159	protein_coding_gene
FBgn0037620	ranshi	protein_coding_gene
FBgn0037621	M1BP	protein_coding_gene
FBgn0037622	CG8202	protein_coding_gene
FBgn0037623	CG9801	protein_coding_gene
FBgn0037624	CG8223	protein_coding_gene
FBgn0037625	CG11768	protein_coding_gene
FBgn0037626	CG8236	protein_coding_gene
FBgn0037627	CG13318	protein_coding_gene
FBgn0037630	Ir85a	protein_coding_gene
FBgn0037632	CCT7	protein_coding_gene
FBgn0037633	CG9839	protein_coding_gene
FBgn0037634	hng2	protein_coding_gene
FBgn0037635	CG9837	protein_coding_gene
FBgn0037637	IscU	protein_coding_gene
FBgn0037638	CG8379	protein_coding_gene
FBgn0037643	ScsbetaA	protein_coding_gene
FBgn0037644	CG11964	protein_coding_gene
FBgn0037646	CAHbeta	protein_coding_gene
FBgn0037647	RagA-B	protein_coding_gene
FBgn0037648	CG11975	protein_coding_gene
FBgn0037650	CG11977	protein_coding_gene
FBgn0037652	CG11980	protein_coding_gene
FBgn0037653	Iru	protein_coding_gene
FBgn0037654	CG11983	protein_coding_gene
FBgn0037655	Kcmf1	protein_coding_gene
FBgn0037656	CG11986	protein_coding_gene
FBgn0037657	hyx	protein_coding_gene
FBgn0037659	Kdm2	protein_coding_gene
FBgn0037660	beag	protein_coding_gene
FBgn0037661	Ada	protein_coding_gene
FBgn0037662	CG11997	protein_coding_gene
FBgn0037664	CG8420	protein_coding_gene
FBgn0037665	St2	protein_coding_gene
FBgn0037666	CR16735	pseudogene
FBgn0037667	CG16734	protein_coding_gene
FBgn0037668	CG16736	protein_coding_gene
FBgn0037669	Ibf2	protein_coding_gene
FBgn0037670	Ibf1	protein_coding_gene
FBgn0037671	ATP6AP2	protein_coding_gene
FBgn0037672	sage	protein_coding_gene
FBgn0037675	HP1e	protein_coding_gene
FBgn0037676	CG8861	protein_coding_gene
FBgn0037677	CG12951	protein_coding_gene
FBgn0037678	CG16749	protein_coding_gene
FBgn0037679	Aduk	protein_coding_gene
FBgn0037680	pasi2	protein_coding_gene
FBgn0037683	CG18473	protein_coding_gene
FBgn0037684	Srr	protein_coding_gene
FBgn0037685	Or85f	protein_coding_gene
FBgn0037686	RpL34b	protein_coding_gene
FBgn0037687	CG8132	protein_coding_gene
FBgn0037688	CG9356	protein_coding_gene
FBgn0037689	CG8135	protein_coding_gene
FBgn0037690	Task7	protein_coding_gene
FBgn0037696	GstZ1	protein_coding_gene
FBgn0037697	GstZ2	protein_coding_gene
FBgn0037698	CG16779	protein_coding_gene
FBgn0037700	CG8149	protein_coding_gene
FBgn0037702	CG8176	protein_coding_gene
FBgn0037703	Kdm3	protein_coding_gene
FBgn0037705	mura	protein_coding_gene
FBgn0037707	RnpS1	protein_coding_gene
FBgn0037708	CG9386	protein_coding_gene
FBgn0037709	CG8199	protein_coding_gene
FBgn0037710	CG9393	protein_coding_gene
FBgn0037712	CG16789	protein_coding_gene
FBgn0037713	CG16790	protein_coding_gene
FBgn0037714	CG9396	protein_coding_gene
FBgn0037715	CG9399	protein_coding_gene
FBgn0037716	Son	protein_coding_gene
FBgn0037717	CG8301	protein_coding_gene
FBgn0037718	P58IPK	protein_coding_gene
FBgn0037719	bocks	protein_coding_gene
FBgn0037720	CG8312	protein_coding_gene
FBgn0037721	CG9427	protein_coding_gene
FBgn0037722	CG8319	protein_coding_gene
FBgn0037723	SpdS	protein_coding_gene
FBgn0037724	Fst	protein_coding_gene
FBgn0037727	Nepl12	protein_coding_gene
FBgn0037728	p23	protein_coding_gene
FBgn0037730	CG9444	protein_coding_gene
FBgn0037731	CG18542	protein_coding_gene
FBgn0037734	trbd	protein_coding_gene
FBgn0037736	side-VII	protein_coding_gene
FBgn0037737	Pnn	protein_coding_gene
FBgn0037739	CG12948	protein_coding_gene
FBgn0037741	Tti1	protein_coding_gene
FBgn0037742	Rpt3R	protein_coding_gene
FBgn0037743	Alg12	protein_coding_gene
FBgn0037746	CG8478	protein_coding_gene
FBgn0037747	Naa80	protein_coding_gene
FBgn0037749	CG9471	protein_coding_gene
FBgn0037750	Whamy	protein_coding_gene
FBgn0037751	topi	protein_coding_gene
FBgn0037753	CG12947	protein_coding_gene
FBgn0037754	CG8500	protein_coding_gene
FBgn0037755	CG12945	protein_coding_gene
FBgn0037756	CG8507	protein_coding_gene
FBgn0037757	CG8516	protein_coding_gene
FBgn0037758	CG9467	protein_coding_gene
FBgn0037759	CG8526	protein_coding_gene
FBgn0037760	FBXO11	protein_coding_gene
FBgn0037761	CG8534	protein_coding_gene
FBgn0037762	eloF	protein_coding_gene
FBgn0037763	CG16904	protein_coding_gene
FBgn0037764	CG9459	protein_coding_gene
FBgn0037765	CG9458	protein_coding_gene
FBgn0037766	Teh1	protein_coding_gene
FBgn0037770	Art4	protein_coding_gene
FBgn0037772	Spn85F	protein_coding_gene
FBgn0037773	CG5359	protein_coding_gene
FBgn0037777	CG11722	protein_coding_gene
FBgn0037778	mtTFB2	protein_coding_gene
FBgn0037779	CG12811	protein_coding_gene
FBgn0037780	ohgt	protein_coding_gene
FBgn0037781	Fancl	protein_coding_gene
FBgn0037782	Npc2d	protein_coding_gene
FBgn0037783	Npc2c	protein_coding_gene
FBgn0037786	Alp13	protein_coding_gene
FBgn0037788	CAH7	protein_coding_gene
FBgn0037792	TAF1B	protein_coding_gene
FBgn0037794	CG6254	protein_coding_gene
FBgn0037796	CG12814	protein_coding_gene
FBgn0037797	CG12420	protein_coding_gene
FBgn0037798	CG12817	protein_coding_gene
FBgn0037801	CG3999	protein_coding_gene
FBgn0037802	Sirt6	protein_coding_gene
FBgn0037807	CG6293	protein_coding_gene
FBgn0037809	CG12818	protein_coding_gene
FBgn0037810	sle	protein_coding_gene
FBgn0037811	CG12592	protein_coding_gene
FBgn0037812	CG18545	protein_coding_gene
FBgn0037814	CG6325	protein_coding_gene
FBgn0037815	Rrp46	protein_coding_gene
FBgn0037816	CG6345	protein_coding_gene
FBgn0037817	Cyp12e1	protein_coding_gene
FBgn0037818	CG6465	protein_coding_gene
FBgn0037819	Phyhd1	protein_coding_gene
FBgn0037822	CG14683	protein_coding_gene
FBgn0037824	CG14684	protein_coding_gene
FBgn0037826	CG14689	protein_coding_gene
FBgn0037827	CG4073	protein_coding_gene
FBgn0037828	tomboy20	protein_coding_gene
FBgn0037829	CG14691	protein_coding_gene
FBgn0037831	Cap-H2	protein_coding_gene
FBgn0037832	Desi	protein_coding_gene
FBgn0037834	Art1	protein_coding_gene
FBgn0037835	CG14687	protein_coding_gene
FBgn0037836	CG14692	protein_coding_gene
FBgn0037837	CG14693	protein_coding_gene
FBgn0037838	TTLL15	protein_coding_gene
FBgn0037841	CG4565	protein_coding_gene
FBgn0037842	CG6567	protein_coding_gene
FBgn0037843	CG4511	protein_coding_gene
FBgn0037844	CG4570	protein_coding_gene
FBgn0037845	CG14694	protein_coding_gene
FBgn0037846	CG6574	protein_coding_gene
FBgn0037848	Tsp86D	protein_coding_gene
FBgn0037849	CG4596	protein_coding_gene
FBgn0037850	CG14695	protein_coding_gene
FBgn0037852	Tpc1	protein_coding_gene
FBgn0037853	CG14696	protein_coding_gene
FBgn0037855	CG6621	protein_coding_gene
FBgn0037856	Leash	protein_coding_gene
FBgn0037857	Tengl4	protein_coding_gene
FBgn0037860	SdhCL	protein_coding_gene
FBgn0037862	mAcon2	protein_coding_gene
FBgn0037870	CG18577	protein_coding_gene
FBgn0037873	SdhC	protein_coding_gene
FBgn0037874	Tctp	protein_coding_gene
FBgn0037875	ZnT86D	protein_coding_gene
FBgn0037876	CG4820	protein_coding_gene
FBgn0037877	CG6689	protein_coding_gene
FBgn0037878	CG6693	protein_coding_gene
FBgn0037879	scpr-C	protein_coding_gene
FBgn0037880	CG17726	protein_coding_gene
FBgn0037881	GCC88	protein_coding_gene
FBgn0037882	CG17187	protein_coding_gene
FBgn0037883	Dph3	protein_coding_gene
FBgn0037884	Arfip	protein_coding_gene
FBgn0037885	CG17721	protein_coding_gene
